,ID,Text,Logits,Predicted Labels,Gold Labels
921,635275.xmi_76,"[63] V případě posuzování dodržení zásady rovnosti v hospodářské oblasti (zde konkrétně v oblasti zdanění), je tedy třeba respektovat široké meze uvážení zákonodárce a je tak namístě zkoumat toliko racionalitu přijatého opatření, tzn. zda existují rozumné důvody pro podrobení právě určité oblasti dani, a vyloučit evidentní svévoli zákonodárce.","[-12.875    -14.5      -14.6875   -16.375    -17.75      -0.953125
 -24.875    -16.5     ]",00000000,00000100
922,635275.xmi_77,"[64] V nyní projednávaném případě zkoumal soud dodržení zásady rovnosti v kontextu zavedení daně darovací z bezúplatného nabytí emisních povolenek v několika rovinách. První rovinou je, že zdanění bylo zavedeno pouze v jednom z odvětví, na které se směrnice 2003/87/ES vztahuje, a to v odvětví energetiky. Je však evidentní, že odvětví energetiky je dostatečně odlišné od průmyslových odvětví, a to zejména z hlediska odlišných činností a produkce. Nelze proto považovat za diskriminační, pokud dani darovací podléhalo pouze odvětví energetiky.",[-14.125  -15.0625 -14.3125 -17.75   -18.125    4.25   -26.     -17.625 ],00000100,00000100
923,635275.xmi_78,"[65] V rámci druhé roviny soud hodnotil, zda nedošlo k diskriminaci některých podniků či zařízení uvnitř energetického odvětví. Zdanění byli totiž podrobeni pouze výrobci elektřiny spalováním paliv. Důvodová zpráva k zákonu 402/2010 Sb., kterým byla do zákona o dani darovací zavedena daň z bezúplatného nabytí emisních povolenek, uvádí jako důvod zavedení daně darovací z bezúplatně nabytých emisních povolenek krytí výdajů na podporu výroby elektřiny z obnovitelných zdrojů, která byla zakotvena v zákoně č. 180/2005 Sb., o podpoře výroby elektřiny z obnovitelných zdrojů energie a o změně některých zákonů (zákon o podpoře využívání obnovitelných zdrojů), účinném do 31. 12. 2012. Z tohoto odůvodnění ovšem jednak není patrné, z jakého důvodu byla zdaněna pouze určitá část výrobců elektřiny, a jednak tento účel nekoresponduje s cíli směrnice 2003/87/ES (viz odst. 25 rozsudku Soudního dvora ve věci ŠKO-ENERGO).",[-10.125  -10.1875 -15.0625 -13.0625 -13.5    -15.1875 -24.25   -15.8125],00000000,00000000
924,635275.xmi_79,"[66] Nicméně je třeba konstatovat, že výroba elektřiny spalováním paliv není v konkurenčním vztahu (případně pouze ve vztahu velmi volném) k ostatním činnostem spadajícím do energetického odvětví, tedy činnostem rafinerie minerálních olejů a koksovací pece (viz příloha I směrnice). Pokud jsou zdaněny pouze podniky zabývající se výrobou elektřiny spalováním paliv, nejde o jejich znevýhodnění ve srovnání s ostatními podniky v energetickém odvětví, neboť tyto činnosti nejsou vzájemně zastupitelné a tvoří odlišné trhy. Nejedná se tedy o srovnatelné činnosti, a proto zde není nutno vyžadovat rovné zacházení. Bylo jen na vůli zákonodárce, kterou z činností v oblasti energetiky podrobí darovací dani.","[  8.75      -14.625     -10.0625     -9.75       -7.8125    -13.6875
  -5.         -1.2890625]",10000000,00001100
925,635275.xmi_80,"[67] Zákon o dani darovací však od daně osvobodil výrobu elektřiny a tepla kombinovaným způsobem. Je proto nutno posoudit, zda není zvýhodnění těchto vybraných výrobců diskriminační vůči ostatním. Nejvyšší správní soud v tomto vynětí nespatřuje znaky svévole, neboť zákonodárce tímto podpořil současnou výrobu elektřiny a tepla, kterou zřejmě považoval za efektivnější a šetrnější nežli samostatnou výrobu elektřiny spalováním paliv bez využití produkovaného tepla. Podpora těchto výrobců ostatně odpovídá účelu směrnice spočívajícímu v podpoře používání technologií, které účinněji využívají energii, včetně technologie kombinované výroby tepla a elektřiny (kogenerací), jež produkují méně emisí na jednotku výstupu (viz bod 20 odůvodnění směrnice 2003/87/ES). Záměr zatížit ekologicky méně šetrné výrobce elektřiny je také v souladu s environmentálními cíli směrnice 2003/87/ES. Nejvyšší správní soud proto neshledal porušení zásady rovnosti ani v rovině výrobců elektřiny spalováním paliv, neboť zde existoval racionální důvod, pro který byli darovací dani podrobeni pouze méně efektivní výrobci elektřiny spalováním paliv.","[ -4.4375    -14.625      10.5625    -21.125      -3.4375    -21.
  -0.9921875 -11.875    ]",00100000,00001110
926,635275.xmi_81,Dílčí závěr,[-12.9375 -15.4375 -17.75   -14.     -15.8125 -16.125  -26.25   -18.5   ],00000000,00000000
927,635275.xmi_82,"[68] Rozsudek Soudního dvora ve věci ŠKO-ENERGO je třeba vyložit a aplikovat tak, že daň darovací z bezúplatně nabytých emisních povolenek není v rozporu s článkem 10 směrnice 2003/87/ES, pokud počet zdaněných emisních povolenek nepřekročil hranici 10 % z celkového počtu povolenek rozdělených v odvětví energetiky (vymezeném v souladu přílohou I směrnice) v pětiletém období počínajícím rokem 2008.","[ -4.3125   -13.0625     3.859375 -12.1875   -11.5      -15.1875
 -13.125    -12.      ]",00100000,01100000
928,635275.xmi_83,V.B Posouzení kasačních námitek,[-13.3125 -14.875  -18.     -13.6875 -15.3125 -16.     -26.25   -18.75  ],00000000,00000000
929,635275.xmi_84,"[69] Stěžejní kasační argumentace směřovala proti závěru krajského soudu o nesouladu daně darovací z bezúplatného nabytí emisních povolenek s právem EU. Tuto otázku však Nejvyšší správní soud nemůže zodpovědět bez toho, aby zjišťoval dosud neposuzované skutkové okolnosti, a to celkový počet rozdělených emisních povolenek v odvětví energetiky v pětiletém období počínajícím rokem 2008 a počet zdaněných povolenek. Úvahu, zda byla dodržena hranice 10 %, ovšem ve svém rozsudku nenaznačil ani krajský soud, který dospěl k závěru o nesouladu české daně darovací s právem EU zejména z důvodu porušení zásady rovného zacházení, neboť darovací dani podléhalo pouze jedno z odvětví zahrnutých do systému obchodování s emisními povolenkami. Tyto závěry však byly výše vyvráceny. Krajský soud nadto ani své úvahy dostatečně nerozvinul a není zcela zřejmé, jakým právním názorem se měl stěžovatel v dalším řízení řídit. Nejvyšší správní soud se proto ztotožnil se stěžovatelem v tom, že napadený rozsudek je nezákonný a nepřezkoumatelný, a je proto namístě jej zrušit.","[-14.75       -12.625      -20.25       -15.1875     -13.625
  -2.375      -18.5          0.37109375]",00000001,00000100
930,635275.xmi_85,"[70] S většinou kasačních námitek se však Nejvyšší správní soud věcně neztotožnil. Za nesprávnou považuje argumentaci stěžovatele, že správní orgány nemohly postupovat nezákonně, pokud vybraly daň podle zákona. Z konstantní judikatury Soudního dvora i rozhodovací praxe Ústavního soudu (viz nález ze dne 21. 2. 2006, sp. zn. Pl. ÚS 19/04) totiž vyplývá, že orgány veřejné moci jsou od okamžiku vstupu České republiky do EU povinny aplikovat unijní právo přednostně před českým zákonem tehdy, pokud je český zákon s právem EU v rozporu.","[-20.625    -5.90625  21.875   -14.      -10.25     -7.46875 -23.125
 -11.75   ]",00100000,01100000
931,635275.xmi_86,"[71] V posuzovaném případě tedy byly správní orgány i krajský soud povinny respektovat požadavky vyplývající ze směrnice 2003/87/ES, která upravovala předpoklady pro zpoplatnění emisních povolenek. Směrnice sice (na rozdíl např. od nařízení, u kterých se presumuje přímý účinek) zejména ukládají povinnost členským státům implementovat jejich ustanovení do vnitrostátního práva, nicméně v případě nesprávného provedení směrnice či zcela chybějící implementace musí nejen vnitrostátní soudy, ale i orgány veřejné moci respektovat působení směrnice - ať již v podobě přímého či nepřímého účinku (viz např. rozsudky Evropského soudního dvora ze dne 5. 10. 2004, ve spojených věcech C-397/01 až C-403/01, Pfeiffer, odst. 110, ze dne 4. 7. 2006, ve věci C-212/04, Adeneler, odst. 117).","[-12.375    -10.6875    23.5      -18.125    -12.8125   -19.125
  -1.078125 -10.6875  ]",00100000,01100000
932,635275.xmi_87,"[72] Nepřípadná je též námitka stěžovatele, že zásada priority unijního práva sice patří mezi zásady finančního práva, nikoliv však mezi zásady práva berního. Nejen že daňové právo představuje odvětví práva finančního, ale přednost práva EU je navíc obecnou právní zásadou bez ohledu na právní odvětví.",[-11.875  -14.1875 -11.4375 -18.5    -15.6875  22.125  -15.4375 -14.25  ],00000100,00000100
933,635275.xmi_88,"[73] Ve věci není důvodná ani argumentace žalobce týkající se nevhodnosti uvalení daně darovací na bezúplatně nabyté povolenky. Jakkoliv lze se žalobcem souhlasit v tom, že přidělení emisní povolenky od státu není klasickým darováním ve smyslu civilního práva, přípustnost použití tohoto instrumentu již bylo akceptováno Ústavním soudem ve výše zmíněném nálezu Pl. ÚS 17/11. Stát navíc disponuje poměrně širokou diskrecí v tom, jakou daň zvolí, aby shromáždil finanční prostředky pro zabezpečování svých funkcí a politik. Vyměřovaná daň však nesmí omezovat vlastnické právo osoby povinné k zaplacení daně takovým způsobem, který by se příčil ustanovení čl. 4 odst. 4 Listiny (viz výše cit. nález Ústavního soudu 21. 4. 2009, sp. zn. Pl. ÚS 29/08).","[-16.125   -14.1875    5.21875 -17.5     -16.75    -15.9375  -25.5
 -16.75   ]",00100000,00100100
934,635275.xmi_89,"[74] Vzhledem k výše uvedenému lze shrnout, že krajský soud sice rozhodnutí stěžovatele správně zrušil, ovšem na základě argumentace, která byla zcela popřena závěry rozsudku Soudního dvora o předběžné otázce. Krajský soud se zejména nezabýval klíčovou otázkou, zda český zákonodárce respektoval 10 % hranici pro přidělení emisních povolenek za úplatu. Bez této úvahy však nemohl dospět k závěru o rozporu právní úpravy s právem EU. Vznikl tak důvod pro zrušení rozsudku krajského soudu (srov. k tomu usnesení rozšířeného senátu NSS ze dne 14. 4. 2009, č. j. 8 Afs 15/2007 – 75, č. 1865/2009 Sb. NSS). Nejvyšší správní soud však vzal do úvahy, že již v řízení před krajským soudem byly dány důvody pro zrušení rozhodnutí stěžovatele, neboť ten se s odvoláním žalobce vypořádal zcela nesprávně. Stěžovatel se totiž nijak nezabýval možným nesouladem uplatnění daně darovací z bezúplatně nabytých emisních povolenek se směrnicí 2003/87/ES a konstatoval, že bylo nutno aplikovat český zákon o dani darovací bez ohledu na unijní právo. Nejvyšší správní soud proto zrušil i rozhodnutí stěžovatele. Pokud by totiž zrušil pouze rozsudek krajského soudu a zavázal by jej správným právním názorem, krajský soud by v dalším řízení rozhodnutí stěžovatele opět zrušil, tentokrát již na základě Nejvyšším správním soudem vyslovené právní argumentace. Takový postup by však dle názoru Nejvyššího správního soudu byl zcela neefektivní (k možnosti obdobného postupu srov. např. rozsudek NSS ze dne 11. 7. 2012, č. j. 1 As 78/2012 – 35).",[-14.6875 -11.1875  18.625  -16.125  -13.8125 -18.75   -18.25   -13.8125],00100000,01100001
935,635275.xmi_90,"[75] Stěžovatel bude v dalším řízení muset znovu posoudit oprávněnost žalobci vybrané daně darovací, přičemž bude vycházet ze závěrů Soudního dvora, podrobněji vyložených Nejvyšším správním soudem. Postup stěžovatele při novém projednání odvolání žalobce bude následující.",[-13.375  -14.875  -18.125  -13.6875 -15.1875 -16.125  -26.25   -18.625 ],00000000,00100000
936,635275.xmi_91,"[76] Nejprve stěžovatel zjistí, zda byla v odvětví energetiky, vymezeném podle přílohy I směrnice 2003/87/ES, v pětiletém období počínajícím rokem 2008 dodržena 10 % hranice pro přidělení emisních povolenek za úplatu. K tomu je ovšem třeba postavit najisto, kolik emisních povolenek bylo celkově za toto období podnikům se zařízeními spadajícími do oblasti energetiky (tj. spalovací zařízení o jmenovitém tepelném příkonu větším než 20 MW, s výjimkou zařízení pro spalování nebezpečných nebo komunálních odpadů, rafinerie minerálních olejů a koksovací pece) rozděleno, a dále jaký počet z těchto povolenek podléhal v letech 2011 a 2012 zdanění darovací daní. Tyto informace však nemá Nejvyšší správní soud k dispozici, respektive je třeba je učinit předmětem dokazování. Žalobce stěžovatelem předložené údaje zpochybňuje, a proto je v dalším řízení bude nutno ověřit a jednoznačně vymezit. Stěžejním dokumentem by měl být Národní alokační plán pro roky 2008 až 2012, ve kterém je uvedena roční alokace povolenek pro jednotlivá zařízení produkující emise CO2. Tyto údaje pak bude třeba ověřit například pomocí evidencí vedených příslušnými orgány – zejména Ministerstvem životního prostředí a Energetickým regulačním úřadem. Uvedený postup zvolil Nejvyšší správní soud z důvodu zachování kasačního principu soudního přezkumu správních aktů, podle kterého správním soudům nepřísluší zjišťovat nové skutkové okolnosti věci, ale přezkoumat právní závěry správních orgánů.","[-11.5      -14.25      -2.0625   -23.        -5.625      3.671875
  -8.25     -20.875   ]",00000100,00000100
937,635275.xmi_92,"[77] Na základě spolehlivě zjištěných údajů o počtu rozdaných povolenek stěžovatel posoudí, zda byla v odvětví energetiky dodržena hranice 10 % pro úplatné přidělení emisních povolenek v pětiletém období počínající rokem 2008. Při výpočtu 10 % hranice bude stěžovatel vycházet z počtu zdaněných emisních povolenek, nikoliv z jejich hodnoty. Nebude tedy kalkulovat s tím, že bylo zpoplatněno pouze 32 % každé zdaněné povolenky, neboť tento jeho přístup neodpovídá ani smyslu článku 10 směrnice ani závěrům Soudního dvora v rozsudku ve věci ŠKO-ENERGO (viz výše body [53] až [59]).",[-11.5625  -9.3125 -15.3125 -13.5    -13.9375 -15.8125 -25.75   -17.625 ],00000000,01100000
938,635275.xmi_93,"[78] Pokud bude počet zdaněných povolenek respektovat 10 % hranici z celkového počtu povolenek přidělených v odvětví energetiky, bude to svědčit o souladu české úpravy daně darovací z bezúplatného nabytí povolenek s článkem 10 směrnice 2003/87/ES. V takovém případě by byla žalobci darovací daň vyměřena oprávněně.","[ -6.90625   -13.5        -1.3828125 -13.3125    -14.8125    -14.75
 -18.625     -14.8125   ]",00000000,01000000
939,635275.xmi_94,"[79] Pokud by bylo v odvětví energetiky zdaněno nabytí více než 10 % emisních povolenek, bude stěžovatel muset dospět k závěru, že právní úprava daně darovací z bezúplatného nabytí emisních povolenek nebyla zcela v souladu s článkem 10 směrnice 2003/87/ES. Z odpovědi Soudního dvora na předběžnou otázku totiž vyplývá, že dani darovací, jako poplatku za přidělení emisní povolenky, mohlo podléhat maximálně 10 % povolenek rozdaných v pětiletém období v odvětví energetiky. Nabytí počtu emisních povolenek přesahujících 10 % hranici proto bylo zdaněno v rozporu s požadavky směrnice.","[ -7.40625 -11.1875  -10.6875  -12.25    -11.25    -15.3125  -21.125
 -13.25   ]",00000000,01100000
940,635275.xmi_95,"[80] Z judikatury Soudního dvora jednoznačně vyplývá, že všechny orgány členského státu, včetně orgánů veřejné moci, jsou povinny vykládat vnitrostátní právo v souladu se směrnicemi vydanými Evropskou unií nebo aplikovat ustanovení směrnice přímo. V případě nesouladu vnitrostátního právního předpisu s požadavkem směrnice, jsou orgány povinny přednostně aplikovat směrnici, pokud jsou zároveň splněny podmínky přímého účinku směrnice. Cílem přímého účinku je nepřipustit, aby pochybením členského státu trpěla práva jednotlivců. Ti se proto v případě porušení svých práv mohou dovolat unijní úpravy před vnitrostátními orgány. Podmínky přímého účinku, jež byly definovány v rozsudku Evropského soudního dvora ze dne 4. 12. 1974, ve věci C-41/74, van Duyn, jsou následující: 1) marné uplynutí lhůty pro transpozici a implementaci směrnice, 2) dostatečná přesnost a bezpodmínečnost dotyčného ustanovení, 3) přímou aplikací směrnice nedojde k uložení povinnosti jednotlivci.","[-16.375     -0.296875   6.5625   -17.875     -8.6875   -21.25
 -13.        -3.34375 ]",00100000,01100110
941,635275.xmi_96,"[81] V případě článku 10 směrnice 2003/87/ES byla jednoznačně splněna první a třetí podmínka přímého účinku, tedy uplynutí lhůty pro implementaci a transpozici směrnice a neuložení povinností jednotlivci její přímou aplikací. Nejvyšší správní soud je přesvědčen, že zároveň byl naplněn i předpoklad přesnosti a bezpodmínečnosti předmětného ustanovení. Článek 10 totiž jednoznačně stanovil povinnost členských států rozdělit alespoň 90 % emisních povolenek zdarma, a contrario umožnil 10 % povolenek přidělit za úplatu. Byl tak stanoven bezpodmínečný cíl, kterého musely členské státy v rámci svého uvážení při implementaci směrnice dosáhnout. Tento cíl byl ještě konkretizován Soudním dvorem v odpovědi na předběžnou otázku zdejšího soudu tak, že 10 % hranici je třeba posoudit v rámci dotčeného odvětví, v nyní posuzovaném případě v odvětví energetiky.","[ -2.890625 -17.375      2.546875 -17.75     -18.       -19.
 -13.5625    -8.8125  ]",00100000,10100010
942,635275.xmi_97,"[82] Pokud by členský stát podrobil dani větší počet emisních povolenek, než mu umožňoval článek 10 směrnice, bylo by nutno respektovat přímý účinek směrnice a zákon o dani darovací v rozsahu, ve kterém podrobuje dani počet povolenek přesahujících stanovenou 10 % hranici, neaplikovat.","[  4.40625 -12.9375  -12.5     -11.8125  -10.1875  -12.875   -18.5
  -9.25   ]",10000000,00000100
943,635275.xmi_98,"[83] Dále je nutno posoudit, jak by se případné pochybení českého zákonodárce projevilo v konkrétní věci žalobce, respektive jakým způsobem by měl být aplikován zákon o dani darovací na jednotlivce tak, aby byl dodržen požadavek článku 10 směrnice. Samozřejmě není možné určit, zda žalobcovy zdaněné povolenky spadaly do 10 % oprávněně zdaněných povolenek, nebo již představovaly povolenky přesahující povolenou hranici zpoplatnění. Nelze totiž připustit, aby pochybení zákonodárce spočívající v nedodržení požadavku směrnice dopadalo na jednotlivé subjekty podrobené dani darovací nerovnoměrně. Při aplikaci přímého účinku směrnice je tak nutno respektovat zásadu rovnosti, která je obecným právním principem v rovině vnitrostátní i unijní (viz hlava III Listiny základních práv Evropské unie). Pokud článek 10 směrnice stanovoval určité početní omezení pro zpoplatnění emisních povolenek, které by stát při zavedení daně darovací nedodržel, musel by správní orgán při interpretaci předmětného vnitrostátního ustanovení zákona o dani darovací - respektive jeho části neodporující cíli směrnice – respektovat zásadu rovnosti (srov. např. nález Ústavního soudu ze dne 21. 2. 2012, sp. zn. Pl. ÚS 29/11, 147/2012 Sb., N 34/64 SbNU 361).","[-17.125     -1.546875  20.25     -23.375     -2.78125    8.
   2.765625   4.1875  ]",00100111,01100101
944,635275.xmi_99,"[84] Ve směrnici 2003/87/ES je zásada rovnosti specifikována v příloze III bodě 5, který uvádí, že při přidělování povolenek nemá docházet k nedůvodnému upřednostňování některých podniků nebo činností (k tomu viz podrobně body [56] až [67] tohoto rozsudku). Neoprávněné zdanění emisních povolenek členským státem by tak nemělo nedůvodně dopadat na některé subjekty více než na jiné.","[-13.25    -19.875    13.1875  -22.75    -10.625    -6.09375  -5.
 -14.4375 ]",00100000,00000100
945,635275.xmi_100,"[85] Při respektování zásady rovnosti je proto nutno dodržení hranice 10 % pro úplatné rozdělení emisních povolenek (v případě, že došlo k překročení 10 % hranice v rámci odvětví energetiky) posuzovat individuálně, tedy samostatně u každého dotčeného subjektu. Stěžovatel bude muset zjistit počet žalobci celkově přidělených povolenek v pětiletém období počínajícím rokem 2008 a vypočíst, zda počet jemu zdaněných povolenek nepřesáhl 10 %. Pokud bylo žalobci zdaněno více než 10 % jemu přidělených povolenek, počet povolenek přesahujících tuto hranici byl podroben dani neoprávněně, v rozporu s cílem článku 10 směrnice 2003/87/ES. Tento případně zjištěný rozdíl na uhrazené dani však nemůže státu náležet.","[-10.125      -12.9375      -2.296875   -19.625      -14.125
   0.92578125 -19.         -19.        ]",00000100,01000100
946,635275.xmi_101,VI. Závěr,[-13.25   -15.0625 -17.875  -13.75   -15.3125 -16.     -26.125  -18.75  ],00000000,00000000
947,635275.xmi_102,[86] Nejvyšší správní soud na základě shora předestřené argumentace napadený rozsudek krajského soudu podle § 110 odst. 1 s. ř. s. zrušil. S ohledem na důvody zrušení rozsudku krajského soudu a efektivitu dalšího procesního postupu přistoupil podle § 110 odst. 2 písm. a) s. ř. s. také ke zrušení žalobou napadeného rozhodnutí stěžovatele. Podle § 78 odst. 4 s. ř. s. pak vrátil věc žalovanému k dalšímu řízení.,"[ -5.84375 -15.125   -17.25    -14.75    -17.      -15.375   -28.
 -18.375  ]",00000000,00000000
948,635275.xmi_103,[87] O náhradě nákladů řízení rozhodne Nejvyšší správní soud v samostatném usnesení.,"[ -6.8125  -13.5      -5.09375 -12.6875  -14.875   -14.0625  -19.
 -14.     ]",00000000,00000000
949,635275.xmi_104,P o u č e n í : Proti tomuto rozhodnutí n e j s o u opravné prostředky přípustné.,[-13.75   -14.1875 -18.     -13.4375 -15.0625 -15.9375 -26.375  -19.125 ],00000000,00000000
950,635275.xmi_105,V Brně dne 9. července 2015,[-13.5625 -14.625  -18.     -13.625  -15.0625 -15.9375 -26.25   -19.    ],00000000,00000000
951,635275.xmi_106,JUDr. Lenka Kaniová,[-13.5    -14.625  -18.125  -13.6875 -15.125  -16.125  -26.25   -18.875 ],00000000,00000000
952,635275.xmi_107,předsedkyně senátu,[-13.5    -14.6875 -17.875  -13.5625 -15.1875 -15.9375 -26.25   -19.    ],00000000,00000000
953,ECLI_CZ_NS_2003_21.CDO.850.2002.1.xmi_0,Judikát 21 Cdo 850/2002,[-13.375 -14.75  -17.5   -14.    -15.875 -16.    -26.5   -19.375],00000000,00000000
954,ECLI_CZ_NS_2003_21.CDO.850.2002.1.xmi_1,21 Cdo 850/2002,[-13.1875 -15.125  -17.375  -14.125  -16.     -16.     -26.375  -19.125 ],00000000,00000000
955,ECLI_CZ_NS_2003_21.CDO.850.2002.1.xmi_2,ČESKÁ REPUBLIKA,[-13.4375 -14.875  -18.125  -13.625  -15.125  -15.9375 -26.     -18.75  ],00000000,00000000
956,ECLI_CZ_NS_2003_21.CDO.850.2002.1.xmi_3,ROZSUDEK,[-13.1875 -15.1875 -17.75   -13.9375 -15.625  -16.     -26.25   -19.    ],00000000,00000000
957,ECLI_CZ_NS_2003_21.CDO.850.2002.1.xmi_4,JMÉNEM REPUBLIKY,[-13.4375 -14.5625 -18.     -13.6875 -15.375  -16.     -26.25   -19.125 ],00000000,00000000
958,ECLI_CZ_NS_2003_21.CDO.850.2002.1.xmi_5,"Nejvyšší soud České republiky rozhodl v senátě složeném z předsedy JUDr. Zdeňka Novotného a soudců JUDr. Ljubomíra Drápala a JUDr. Mojmíra Putny v právní věci žalobce Ing. A. K., zastoupeného advokátem, proti žalovanému Městu T., zastoupenému advokátem, o neplatnost výpovědi, vedené u Okresního soudu v Jindřichově Hradci pod sp.zn. 8 C 161/99, o dovolání žalobce proti rozsudku Krajského soudu v Českých Budějovicích ze dne 29. ledna 2002 č.j. 6 Co 2638/2001-174, takto:",[-13.5625 -14.4375 -17.875  -13.75   -15.3125 -16.     -26.5    -19.25  ],00000000,00000000
959,ECLI_CZ_NS_2003_21.CDO.850.2002.1.xmi_6,I. Dovolání žalobce se zamítá.,[-13.25   -14.5625 -18.125  -13.8125 -15.5    -16.375  -26.5    -18.875 ],00000000,00000000
960,ECLI_CZ_NS_2003_21.CDO.850.2002.1.xmi_7,"II. Žalobce je povinen zaplatit žalovanému na náhradě nákladů dovolacího řízení 2.575,- Kč do tří dnů od právní moci tohoto rozsudku k rukám advokáta.",[-13.125  -15.375  -18.25   -13.6875 -15.1875 -16.     -26.125  -18.5   ],00000000,00000000
961,ECLI_CZ_NS_2003_21.CDO.850.2002.1.xmi_8,O d ů v o d n ě n í:,[-13.5625 -14.5    -18.     -13.5625 -15.1875 -16.     -26.25   -19.    ],00000000,00000000
962,ECLI_CZ_NS_2003_21.CDO.850.2002.1.xmi_9,"Dopisem ze dne 30.9.1998 žalovaný sdělil žalobci, že mu dává podle ustanovení § 46 odst. 1 písm. c) zák. práce výpověď z pracovního poměru. Důvod výpovědi spatřoval v tom, že se žalobce stal nadbytečným v souvislosti s rozhodnutím městského zastupitelstva, že Město T. nebude samo provozovat bývalou část S. l. l. T. s.p., kterou zprivatizovalo, a že tyto lázně pronajme společnosti A. s.r.o., kterou založilo.",[-13.4375 -14.5625 -17.875  -13.875  -15.625  -16.125  -26.625  -19.125 ],00000000,00000000
963,ECLI_CZ_NS_2003_21.CDO.850.2002.1.xmi_10,"Žalobce se domáhal (žalobou změněnou se souhlasem soudu prvního stupně), aby bylo určeno, že výpověď z pracovního poměru daná žalovaným žalobci dopisem ze dne 30.9.1998 je neplatná. Žalobu odůvodnil zejména tím, že „městská rada jako příslušný orgán o věci zrušení pracovního místa ani nejednala, ani nerozhodla“.",[-13.5    -14.6875 -18.     -13.5625 -15.25   -15.9375 -26.375  -19.    ],00000000,00000000
964,ECLI_CZ_NS_2003_21.CDO.850.2002.1.xmi_11,"Okresní soud v Jindřichově Hradci nejprve rozsudkem ze dne 19.10.1999 č.j. 8 C 161/99-43 žalobu zamítl a rozhodl, že žádný z účastníků nemá právo na náhradu nákladů řízení. Dospěl k závěru, že žaloba byla podána opožděně, po marném uplynutí dvouměsíční lhůty podle ustanovení § 64 zák. práce.",[-13.375  -14.9375 -18.     -13.75   -15.375  -16.125  -26.25   -18.75  ],00000000,00000000
965,ECLI_CZ_NS_2003_21.CDO.850.2002.1.xmi_12,"K odvolání žalobce Krajský soud v Českých Budějovicích usnesením ze dne 6.1.2000 č.j. 6 Co 3528/99-55 rozsudek soudu prvního stupně zrušil a věc mu vrátil k dalšímu řízení. Vycházeje ze skutečnosti, že na základě výpovědi ze dne 30.9.1998 měl pracovní poměr skončit dne 31.12.1998, odvolací soud dovodil, že žaloba byla podána u soudu dne 1.3.1999 včas ve dvouměsíční lhůtě podle ustanovení § 64 zák. práce, neboť poslední den lhůty 28.2.1999 připadl na neděli, a posledním dnem lhůty ve smyslu ustanovení § 266 odst. 3 zák. práce proto byl nejblíže následující pracovní den - pondělí dne 1.3.1999.",[-13.3125 -15.     -17.75   -13.8125 -15.6875 -16.125  -26.375  -18.875 ],00000000,00000000
966,ECLI_CZ_NS_2003_21.CDO.850.2002.1.xmi_13,"Okresní soud v Jindřichově Hradci poté rozsudkem ze dne 30.1.2001 č.j. 8 C 161/99-99 žalobě vyhověl a rozhodl, že žalovaný je povinen zaplatit žalobci na nákladech řízení 10.600,- Kč „k rukám“ advokáta. Vycházel ze zjištění, že městská rada, která je podle ustanovení § 45 zákona č. 367/1990 Sb., o obcích (obecní zřízení), výkonným orgánem v oblasti samostatné působnosti obce a plní vůči právnickým osobám a zařízením založeným nebo zřízeným obecním zastupitelstvem úkoly zakladatele a zřizovatele podle zvláštních předpisů, pověřila zastupováním města v pracovněprávních vztazích k zaměstnancům privatizovaného s.p. S. l. l. T. MUDr. V. Jestliže tajemník městského úřadu poté udělil plnou moc starostovi města Ing. H. (který výpověď žalobci podepsal), je tato plná moc bez právního významu, neboť „je nesporné, že po privatizaci S. l. l. T. se jejich zaměstnanci nestali pracovníky Městského úřadu v T. a tajemník tak nebyl oprávněn vystupovat vůči nim v pracovněprávních vztazích. Plná moc, kterou udělil starostovi, je v rozporu nejen se zákonem o obcích, ale i s přijatým usnesením městské rady“.",[-13.5    -14.375  -18.     -13.9375 -15.5625 -16.125  -26.625  -19.125 ],00000000,00000000
