UID,Gold Labels,Predicted Labels
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_25,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_26,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_27,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_28,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_29,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_3,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_30,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_31,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_32,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_33,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_34,"[0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_35,"[0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_36,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_37,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_38,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_39,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_4,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_40,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_41,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_42,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_43,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_44,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_45,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_46,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_47,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_48,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_49,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_5,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_50,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_51,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_52,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_53,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_54,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_55,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_56,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_57,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_58,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_59,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_6,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_60,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_61,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_62,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_63,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_64,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_65,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_66,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_67,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_68,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_69,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_7,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_70,"[1, 0, 1, 0, 0, 1, 0, 0]","[1, 0, 1, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_71,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_72,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_73,"[0, 0, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 1, 1, 1]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_74,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_75,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_76,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_77,"[0, 0, 1, 0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 1, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_78,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_79,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_8,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_80,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_81,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_82,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_9,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_4.ND.244.2009.1.xmi_0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_4.ND.244.2009.1.xmi_1,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_4.ND.244.2009.1.xmi_10,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_4.ND.244.2009.1.xmi_11,"[0, 0, 1, 0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 1, 0, 0]"
ECLI_CZ_NS_2009_4.ND.244.2009.1.xmi_12,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_4.ND.244.2009.1.xmi_13,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_4.ND.244.2009.1.xmi_14,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_4.ND.244.2009.1.xmi_15,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_4.ND.244.2009.1.xmi_16,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_4.ND.244.2009.1.xmi_17,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]"
ECLI_CZ_NS_2009_4.ND.244.2009.1.xmi_18,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_4.ND.244.2009.1.xmi_19,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_4.ND.244.2009.1.xmi_2,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_4.ND.244.2009.1.xmi_20,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_4.ND.244.2009.1.xmi_21,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_4.ND.244.2009.1.xmi_22,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_4.ND.244.2009.1.xmi_23,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_4.ND.244.2009.1.xmi_3,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_4.ND.244.2009.1.xmi_4,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_4.ND.244.2009.1.xmi_5,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_4.ND.244.2009.1.xmi_6,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_4.ND.244.2009.1.xmi_7,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_4.ND.244.2009.1.xmi_8,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_4.ND.244.2009.1.xmi_9,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]"
ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_1,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_10,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_11,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_12,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_13,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_14,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_15,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_16,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_17,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_18,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_19,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_2,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_20,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_21,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_22,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_23,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_24,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_25,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_26,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_27,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_28,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_29,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_3,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_30,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_31,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_32,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_33,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_34,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_35,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_36,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_37,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_38,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_39,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_4,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_40,"[0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_41,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_42,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_43,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_44,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_45,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_46,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_47,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_48,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_49,"[0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_5,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_50,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_51,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_52,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_53,"[0, 0, 1, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 1, 1, 0]"
ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_54,"[0, 0, 1, 0, 0, 0, 1, 1]","[0, 0, 1, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_55,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_56,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_57,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_58,"[0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_59,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_6,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_60,"[0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_61,"[0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_62,"[0, 0, 1, 0, 0, 0, 1, 0]","[0, 0, 1, 0, 0, 0, 1, 0]"
ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_63,"[0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 1, 1]"
ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_64,"[0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 1, 0]"
ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_65,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_66,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_67,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_68,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_69,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]"
ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_7,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_70,"[0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 1, 1, 0]"
ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_71,"[0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 1, 0]"
ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_72,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_73,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_74,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
